lncrna_id,partner_id,partner_name,pearson_r,pvalue,gene_description,gene_name,organism,pident,evalue,bitscore
Cp_V2_contig_12238,Cp_V2_contig_3354,.,0.911,0.000246,transcription factor WRKY24,WRKY24,Oryza sativa subsp. japonica,55.862,6.24e-36,135.0
Cp_V2_contig_12238,Cp_V2_contig_45130,.,0.9108,0.000249,,,Armoracia rusticana,50.0,2.4e-26,103.0
Cp_V2_contig_12238,Cp_V2_contig_42119,.,0.9107,0.00025,,,,,,
Cp_V2_contig_12238,Cp_V2_contig_20543,.,0.9106,0.00025,73C4,UGT73C4,Arabidopsis thaliana,42.887,7.29e-130,393.0
Cp_V2_contig_12238,Cp_V2_contig_376,.,0.9104,0.000253,factor SLU7,Os08g0127700,Oryza sativa subsp. japonica,82.186,0.0,767.0
Cp_V2_contig_12238,Cp_V2_contig_15710,.,0.9103,0.000254,dehydratase small subunit 1,SSU1,Arabidopsis thaliana,72.512,6.19e-96,284.0
Cp_V2_contig_12238,Cp_V2_contig_23730,.,0.9102,0.000254,,,,,,
Cp_V2_contig_12238,Cp_V2_contig_26147,.,0.9101,0.000257,LOL2,LOL2,Oryza sativa subsp. japonica,52.542,7.76e-25,97.8
Cp_V2_contig_12238,Cp_V2_contig_20122,.,0.9095,0.000263,,,,,,
Cp_V2_contig_12238,Cp_V2_contig_35736,.,0.9094,0.000264,,,,,,
Cp_V2_contig_12238,Cp_V2_contig_4720,.,0.9092,0.000266,,,,,,
Cp_V2_contig_12238,Cp_V2_contig_7098,.,0.9091,0.000268,kinase substrate protein At1g80180,At1g80180,Arabidopsis thaliana,42.647,9.94e-18,79.7
Cp_V2_contig_12238,Cp_V2_contig_16624,.,0.9084,0.000275,oligomeric Golgi complex subunit 5,COG5,Arabidopsis thaliana,55.769,2.07e-52,187.0
Cp_V2_contig_12238,Cp_V2_contig_5497,.,0.9084,0.000275,,,,,,
Cp_V2_contig_12238,Cp_V2_contig_16983,.,0.9083,0.000277,small nuclear ribonucleoprotein 25 kDa protein,SNRNP25,Arabidopsis thaliana,33.333,1.32e-08,57.0
Cp_V2_contig_12238,Cp_V2_contig_26663,.,0.9081,0.000278,,,,,,
Cp_V2_contig_12238,Cp_V2_contig_35365,.,0.908,0.00028,5-kinase FAB1B,FAB1B,Arabidopsis thaliana,48.944,3.23e-73,249.0
Cp_V2_contig_12238,Cp_V2_contig_13121,.,0.9078,0.000282,translation factor SUI1 homolog,TIF,Zea mays,89.091,1.81e-67,204.0
Cp_V2_contig_12238,Cp_V2_contig_18127,.,0.9077,0.000283,domain-containing protein 16,PUB16,Arabidopsis thaliana,52.754,1.55e-154,457.0
Cp_V2_contig_12238,Cp_V2_contig_41290,.,0.9077,0.000284,D zeta 1,PLDZETA1,Arabidopsis thaliana,70.0,2.6900000000000004e-124,285.0
Cp_V2_contig_12238,Cp_V2_contig_5393,.,0.9077,0.000284,"2, chloroplastic",Os05g0200100,Oryza sativa subsp. japonica,83.688,1.5e-87,260.0
Cp_V2_contig_12238,Cp_V2_contig_2878,.,0.9074,0.000287,finger A20 and AN1 domain-containing stress-associated protein 5,SAP5,Arabidopsis thaliana,84.483,5.14e-29,112.0
Cp_V2_contig_12238,Cp_V2_contig_40304,.,0.9071,0.000291,embryogenesis abundant protein 31,RAB28,Arabidopsis thaliana,62.0,2.89e-13,67.0
Cp_V2_contig_12238,Cp_V2_contig_15967,.,0.9069,0.000293,2-2,GGCT2;2,Arabidopsis thaliana,78.788,9.96e-10,56.6
Cp_V2_contig_12238,Cp_V2_contig_22727,.,0.9069,0.000294,,,,,,
Cp_V2_contig_12238,Cp_V2_contig_23115,.,0.9062,0.000303,protein 2,VIL2,Arabidopsis thaliana,34.719,6.54e-53,190.0
Cp_V2_contig_12238,Cp_V2_contig_31760,.,0.9056,0.00031,repeat-containing protein At1g19720,DYW7,Arabidopsis thaliana,46.062,0.0,545.0
Cp_V2_contig_12238,Cp_V2_contig_20409,.,0.9051,0.000316,90A1,UGT90A1,Arabidopsis thaliana,50.638,9.59e-65,214.0
Cp_V2_contig_12238,Cp_V2_contig_4964,.,0.9051,0.000316,protein,SKIP,Arabidopsis thaliana,73.984,0.0,565.0
Cp_V2_contig_12238,Cp_V2_contig_3211,.,0.9046,0.000323,Clp protease proteolytic subunit,clpP,Spinacia oleracea,96.97,8.23e-63,202.0
Cp_V2_contig_12238,Cp_V2_contig_43581,.,0.9046,0.000323,protein 17,DIR17,Arabidopsis thaliana,52.727,1.21e-26,107.0
Cp_V2_contig_12238,Cp_V2_contig_16530,.,0.9044,0.000326,DETOXIFICATION 14,DTX14,Arabidopsis thaliana,52.979,6.88e-162,480.0
Cp_V2_contig_12238,Cp_V2_contig_10620,.,0.9042,0.000328,complex subunit 1,THO1,Arabidopsis thaliana,77.714,0.0,832.0
Cp_V2_contig_12238,Cp_V2_contig_14010,.,0.9036,0.000336,E3 ubiquitin ligase SUD1,SUD1,Arabidopsis thaliana,81.25,1.63e-20,90.1
Cp_V2_contig_12238,Cp_V2_contig_5212,.,0.9032,0.000341,domain-containing chromatin-associated protein 1,DEK1,Arabidopsis thaliana,62.5,2.9199999999999997e-52,190.0
Cp_V2_contig_12238,Cp_V2_contig_23281,.,0.9031,0.000342,protein At5g49945,At5g49945,Arabidopsis thaliana,63.01,1.5500000000000002e-163,476.0
Cp_V2_contig_12238,Cp_V2_contig_12781,.,0.903,0.000344,,,,,,
Cp_V2_contig_12238,Cp_V2_contig_9388,.,0.9027,0.000348,lectin S-receptor-like serine/threonine-protein kinase At4g27290,At4g27290,Arabidopsis thaliana,43.909,5.06e-106,335.0
Cp_V2_contig_12238,Cp_V2_contig_6840,.,0.9025,0.000351,high chlorophyll fluorescent 107,HCF107,Arabidopsis thaliana,55.645,2.19e-36,135.0
Cp_V2_contig_12238,Cp_V2_contig_10805,.,0.9022,0.000356,"6-phosphogluconolactonase 4, chloroplastic",Os09g0529100,Oryza sativa subsp. japonica,76.423,4.0000000000000004e-66,205.0
Cp_V2_contig_12238,Cp_V2_contig_26298,.,0.9022,0.000355,,,,,,
Cp_V2_contig_12238,Cp_V2_contig_11008,.,0.9014,0.000366,,,,,,
Cp_V2_contig_12238,Cp_V2_contig_7760,.,0.9012,0.000369,cell-derived factor 2-like protein,SDF2,Arabidopsis thaliana,80.978,4.99e-113,329.0
Cp_V2_contig_12238,Cp_V2_contig_32515,.,0.9011,0.00037,,,,,,
Cp_V2_contig_12238,Cp_V2_contig_4940,.,0.9008,0.000376,protein IAA9,IAA9,Arabidopsis thaliana,61.29,1.51e-29,79.7
Cp_V2_contig_12238,Cp_V2_contig_15653,.,0.9005,0.00038,"phosphatase IMPL2, chloroplastic",HISN7,Arabidopsis thaliana,73.793,3.9e-159,453.0
Cp_V2_contig_12238,Cp_V2_contig_1900,.,0.9004,0.000382,,,,,,
Cp_V2_contig_15059,Cp_V2_contig_332,.,0.9815,1e-06,ZINC INDUCED FACILITATOR-LIKE 1,ZIFL1,Arabidopsis thaliana,60.714,1.03e-113,338.0
Cp_V2_contig_15059,Cp_V2_contig_22985,.,0.9623,8e-06,"pyrophosphate synthase, chloroplastic",GGPS1,Capsicum annuum,66.577,1.4200000000000002e-173,493.0
Cp_V2_contig_15059,Cp_V2_contig_12891,.,0.9465,3.3e-05,,,,,,
Cp_V2_contig_15059,Cp_V2_contig_5216,.,0.9344,7.5e-05,DNA-binding protein TGA-2.1,TGA21,Nicotiana tabacum,64.938,3.98e-149,436.0
Cp_V2_contig_15059,Cp_V2_contig_15027,.,0.9011,0.00037,,,,,,
Cp_V2_contig_24180,Cp_V2_contig_45899,.,0.9836,0.0,exchanger 4,NHX4,Arabidopsis thaliana,71.429,1.17e-169,488.0
Cp_V2_contig_24180,Cp_V2_contig_6376,.,0.9816,0.0,,,,,,
Cp_V2_contig_24180,Cp_V2_contig_5597,.,0.9802,1e-06,"aarF domain-containing protein kinase At1g71810, chloroplastic",At1g71810,Arabidopsis thaliana,65.274,0.0,878.0
Cp_V2_contig_24180,Cp_V2_contig_3837,.,0.9787,1e-06,zipper protein HAT5,HAT5,Arabidopsis thaliana,46.358,5.46e-35,130.0
Cp_V2_contig_24180,Cp_V2_contig_38011,.,0.9776,1e-06,cytidylyltransferase 2,CCT2,Arabidopsis thaliana,67.045,2.82e-74,231.0
Cp_V2_contig_24180,Cp_V2_contig_32418,.,0.9771,1e-06,IIIx synthase,UGT94-289-1,Siraitia grosvenorii,46.865,6e-85,269.0
Cp_V2_contig_24180,Cp_V2_contig_25283,.,0.9762,1e-06,,,,,,
Cp_V2_contig_24180,Cp_V2_contig_32420,.,0.9761,1e-06,transcription factor Y subunit C-2,NFYC2,Arabidopsis thaliana,78.906,4.8e-68,213.0
Cp_V2_contig_24180,Cp_V2_contig_46902,.,0.9756,1e-06,cytidylyltransferase 1,CCT1,Arabidopsis thaliana,80.769,1.0199999999999999e-23,95.5
Cp_V2_contig_24180,Cp_V2_contig_9538,.,0.9737,2e-06,"protein, chloroplastic",,Solanum tuberosum,70.943,2.27e-113,335.0
Cp_V2_contig_24180,Cp_V2_contig_23992,.,0.9715,3e-06,allergen Ole e 8,,Olea europaea,59.732,5.51e-55,176.0
Cp_V2_contig_24180,Cp_V2_contig_10726,.,0.9707,3e-06,protein,GBF,Mesembryanthemum crystallinum,87.151,1.78e-114,328.0
Cp_V2_contig_24180,Cp_V2_contig_25880,.,0.9697,4e-06,protein At2g24330,At2g24330,Arabidopsis thaliana,58.427,1.3999999999999999e-61,201.0
Cp_V2_contig_24180,Cp_V2_contig_12179,.,0.9688,4e-06,,,,,,
Cp_V2_contig_24180,Cp_V2_contig_10048,.,0.9684,4e-06,12,PER12,Arabidopsis thaliana,62.046,4.96e-142,413.0
Cp_V2_contig_24180,Cp_V2_contig_10120,.,0.9681,4e-06,"galactosyltransferase SFR2, chloroplastic",SFR2,Arabidopsis thaliana,57.471,5.22e-28,110.0
Cp_V2_contig_24180,Cp_V2_contig_26647,.,0.9681,4e-06,phosphoglycerate mutase,,Zea mays,75.862,1.55e-155,449.0
Cp_V2_contig_24180,Cp_V2_contig_21685,.,0.968,4e-06,"reductase, chloroplastic (Fragment)",GOR,Nicotiana tabacum,82.677,6.23e-154,445.0
Cp_V2_contig_24180,Cp_V2_contig_3083,.,0.9651,6e-06,,SYT1,Arabidopsis thaliana,74.455,0.0,790.0
Cp_V2_contig_24180,Cp_V2_contig_11007,.,0.9645,7e-06,incorporator 3,SERINC3,Pongo abelii,28.913,6.13e-43,162.0
Cp_V2_contig_24180,Cp_V2_contig_33310,.,0.9644,7e-06,"hydroperoxide glutathione peroxidase, chloroplastic",,Pisum sativum,86.111,1.34e-13,67.4
Cp_V2_contig_24180,Cp_V2_contig_19606,.,0.9632,8e-06,,,,,,
Cp_V2_contig_24180,Cp_V2_contig_3733,.,0.9617,9e-06,voltage-gated potassium channel subunit beta,KAB1,Arabidopsis thaliana,84.451,0.0,598.0
Cp_V2_contig_24180,Cp_V2_contig_38417,.,0.9615,9e-06,"zinc metalloprotease EGY3, chloroplastic",EGY3,Oryza sativa subsp. japonica,56.364,5.53e-16,76.6
Cp_V2_contig_24180,Cp_V2_contig_37850,.,0.9606,1e-05,"aldo-keto reductase, chloroplastic",AKR4C9,Arabidopsis thaliana,78.75,3.8e-39,136.0
Cp_V2_contig_24180,Cp_V2_contig_38638,.,0.9595,1.1e-05,,,,,,
Cp_V2_contig_24180,Cp_V2_contig_37548,.,0.9589,1.2e-05,,,,,,
Cp_V2_contig_24180,Cp_V2_contig_1533,.,0.9571,1.4e-05,"aminotransferase, cytoplasmic",,Daucus carota,85.608,0.0,738.0
Cp_V2_contig_24180,Cp_V2_contig_12810,.,0.9555,1.6e-05,proteinase inhibitor 6,CYS6,Arabidopsis thaliana,61.667,2.7e-17,77.0
Cp_V2_contig_24180,Cp_V2_contig_2128,.,0.9547,1.8e-05,,GRXC2,Arabidopsis thaliana,77.57,1.9100000000000002e-56,177.0
Cp_V2_contig_24180,Cp_V2_contig_29767,.,0.9525,2.1e-05,multiplication protein 1,TOM1,Nicotiana tabacum,79.134,2.6399999999999998e-136,391.0
Cp_V2_contig_24180,Cp_V2_contig_14207,.,0.9524,2.1e-05,chain acyl-CoA synthetase 8,LACS8,Arabidopsis thaliana,71.036,0.0,660.0
Cp_V2_contig_24180,Cp_V2_contig_13584,.,0.9475,3.1e-05,,,,,,
Cp_V2_contig_24180,Cp_V2_contig_58,.,0.9467,3.3e-05,pyrophosphokinase 1,TPK1,Arabidopsis thaliana,67.157,1.75e-97,291.0
Cp_V2_contig_24180,Cp_V2_contig_11082,.,0.9461,3.5e-05,ceramidase 3,NCER3,Arabidopsis thaliana,74.809,3.51e-130,389.0
Cp_V2_contig_24180,Cp_V2_contig_18155,.,0.946,3.5e-05,protein kinase regulatory subunit gamma-1,KING1,Arabidopsis thaliana,60.925,1.9000000000000002e-166,475.0
Cp_V2_contig_24180,Cp_V2_contig_8331,.,0.9445,3.9e-05,protein RABC1,RABC1,Arabidopsis thaliana,89.175,2.05e-126,360.0
Cp_V2_contig_24180,Cp_V2_contig_45465,.,0.9435,4.2e-05,"stress protein DSP-22, chloroplastic",DSP-22,Craterostigma plantagineum,80.198,4.9e-45,149.0
Cp_V2_contig_24180,Cp_V2_contig_13780,.,0.9425,4.5e-05,"CURVATURE THYLAKOID 1D, chloroplastic",CURT1D,Arabidopsis thaliana,51.724,5.740000000000001e-21,92.0
Cp_V2_contig_24180,Cp_V2_contig_19357,.,0.9416,4.7e-05,"hydratase, cytoplasmic (Fragment)",,Solanum tuberosum,83.929,3.5199999999999997e-141,411.0
Cp_V2_contig_24180,Cp_V2_contig_18083,.,0.9403,5.2e-05,,,Actinidia deliciosa,33.553,1.8e-15,74.7
Cp_V2_contig_24180,Cp_V2_contig_18571,.,0.9395,5.4e-05,lyase,GLYI-11,Oryza sativa subsp. japonica,84.127,1.63e-29,112.0
Cp_V2_contig_24180,Cp_V2_contig_24960,.,0.9394,5.5e-05,reductase,,Hordeum vulgare,68.254,9.3e-23,94.0
Cp_V2_contig_24180,Cp_V2_contig_24081,.,0.936,6.8e-05,embryogenesis abundant protein 6,LEA6,Arabidopsis thaliana,43.878,1.08e-12,65.1
Cp_V2_contig_24180,Cp_V2_contig_23383,.,0.935,7.2e-05,,,,,,
Cp_V2_contig_24180,Cp_V2_contig_14662,.,0.9327,8.3e-05,,,,,,
Cp_V2_contig_24180,Cp_V2_contig_6504,.,0.9312,9e-05,,,,,,
Cp_V2_contig_24180,Cp_V2_contig_8544,.,0.9307,9.3e-05,65 kDa protein,LTI65,Arabidopsis thaliana,44.167,2.73e-10,67.0
Cp_V2_contig_24180,Cp_V2_contig_11871,.,0.9304,9.5e-05,protease SBT3.17,SBT3.17,Arabidopsis thaliana,47.561,2.35e-14,72.8
Cp_V2_contig_24180,Cp_V2_contig_43647,.,0.9304,9.4e-05,"zinc metallopeptidase EGY3, chloroplastic",EGY3,Arabidopsis thaliana,80.198,1.51e-117,348.0
Cp_V2_contig_24180,Cp_V2_contig_17170,.,0.9297,9.8e-05,factor MYB73,MYB73,Arabidopsis thaliana,47.569,4.55e-73,234.0
Cp_V2_contig_24180,Cp_V2_contig_31461,.,0.9292,0.000101,reductase,,Hordeum vulgare,66.063,3.27e-85,259.0
Cp_V2_contig_24180,Cp_V2_contig_1299,.,0.9291,0.000101,transport protein SUC4,SUC4,Arabidopsis thaliana,70.637,8.9e-161,469.0
Cp_V2_contig_24180,Cp_V2_contig_21708,.,0.9289,0.000102,ubiquitin protein ligase RIE1,RIE1,Arabidopsis thaliana,59.936,3.37e-92,286.0
Cp_V2_contig_24180,Cp_V2_contig_5104,.,0.9284,0.000106,"aldolase 3, chloroplastic",FBA3,Arabidopsis thaliana,86.802,0.0,699.0
Cp_V2_contig_24180,Cp_V2_contig_856,.,0.9257,0.000122,protein At1g67360,At1g67360,Arabidopsis thaliana,45.596,1.06e-38,141.0
Cp_V2_contig_24180,Cp_V2_contig_24162,.,0.9256,0.000123,"dehydrogenase TIC 32, chloroplastic",TIC32,Pisum sativum,66.495,1.1e-93,280.0
Cp_V2_contig_24180,Cp_V2_contig_37809,.,0.9252,0.000125,phosphate phosphatase gamma,LPPG,Arabidopsis thaliana,63.636,9.52e-22,91.7
Cp_V2_contig_24180,Cp_V2_contig_1991,.,0.9242,0.000131,"synthase, mitochondrial",CS,Daucus carota,87.288,0.0,799.0
Cp_V2_contig_24180,Cp_V2_contig_39651,.,0.9235,0.000137,,,,,,
Cp_V2_contig_24180,Cp_V2_contig_11798,.,0.9215,0.000151,acid transporter AVT6C,AVT6C,Arabidopsis thaliana,64.578,8.91e-158,454.0
Cp_V2_contig_24180,Cp_V2_contig_17052,.,0.9213,0.000152,,,,,,
Cp_V2_contig_24180,Cp_V2_contig_14382,.,0.9204,0.000159,finger A20 and AN1 domain-containing stress-associated protein 4,SAP4,Oryza sativa subsp. japonica,48.246,5.37e-31,111.0
Cp_V2_contig_24180,Cp_V2_contig_30886,.,0.9196,0.000166,phosphoglycerate mutase,PGM1,Mesembryanthemum crystallinum,83.893,0.0,530.0
Cp_V2_contig_24180,Cp_V2_contig_4245,.,0.9195,0.000167,"dehydrogenase, mitochondrial",ALDH5F1,Arabidopsis thaliana,77.244,0.0,731.0
Cp_V2_contig_24180,Cp_V2_contig_26525,.,0.9182,0.000177,transporter 2,PROT2,Arabidopsis thaliana,69.364,4.73e-86,262.0
Cp_V2_contig_24180,Cp_V2_contig_11289,.,0.917,0.000188,proteinase inhibitor,,Vigna unguiculata,61.053,1.95e-39,129.0
Cp_V2_contig_24180,Cp_V2_contig_35060,.,0.9144,0.000211,fructokinase-7,At5g51830,Arabidopsis thaliana,71.473,2.95e-171,484.0
Cp_V2_contig_24180,Cp_V2_contig_45503,.,0.9144,0.000211,,,,,,
Cp_V2_contig_24180,Cp_V2_contig_1005,.,0.912,0.000236,"hydratase 3, mitochondrial",ACO3,Arabidopsis thaliana,85.41,0.0,1052.0
Cp_V2_contig_24180,Cp_V2_contig_9280,.,0.9115,0.000241,"SFR2, chloroplastic",SFR2,Oryza sativa subsp. japonica,72.727,3.8200000000000005e-71,228.0
Cp_V2_contig_24180,Cp_V2_contig_15088,.,0.9096,0.000261,protein phosphatase 2C 60,At4g31860,Arabidopsis thaliana,62.763,5.54e-151,432.0
Cp_V2_contig_24180,Cp_V2_contig_3434,.,0.9095,0.000263,,,,,,
Cp_V2_contig_24180,Cp_V2_contig_43112,.,0.9091,0.000267,"hydrolase 14, chloroplastic",NUDT14,Arabidopsis thaliana,74.336,6.95e-125,364.0
Cp_V2_contig_24180,Cp_V2_contig_24646,.,0.9083,0.000276,,,,,,
Cp_V2_contig_24180,Cp_V2_contig_27725,.,0.9077,0.000284,"dehydrogenase TIC 32, chloroplastic",TIC32,Arabidopsis thaliana,72.396,2.16e-90,272.0
Cp_V2_contig_24180,Cp_V2_contig_25909,.,0.9061,0.000303,plastidic glucose transporter 2,At1g67300,Arabidopsis thaliana,69.606,0.0,540.0
Cp_V2_contig_24180,Cp_V2_contig_21675,.,0.9046,0.000323,"6-phosphogluconolactonase 4, chloroplastic",Os09g0529100,Oryza sativa subsp. japonica,64.615,4.0199999999999996e-52,172.0
Cp_V2_contig_24180,Cp_V2_contig_25011,.,0.9043,0.000326,,SOP1,Sesamum indicum,72.0,5.09e-64,200.0
Cp_V2_contig_24180,Cp_V2_contig_19327,.,0.9037,0.000335,embryogenesis abundant protein 76,,Brassica napus,34.426,5.11e-08,55.1
Cp_V2_contig_24180,Cp_V2_contig_10892,.,0.9034,0.000339,,At1g47710,Arabidopsis thaliana,68.159,1.78e-82,254.0
Cp_V2_contig_24180,Cp_V2_contig_13975,.,0.903,0.000344,lipid transfer protein VPS13,VPS13,Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719),34.286,2.51e-53,199.0
Cp_V2_contig_24180,Cp_V2_contig_26669,.,0.9026,0.00035,,,,,,
Cp_V2_contig_24180,Cp_V2_contig_7308,.,0.9024,0.000352,"reductase, chloroplastic (Fragment)",GOR,Nicotiana tabacum,84.524,1.61e-157,455.0
Cp_V2_contig_24180,Cp_V2_contig_10968,.,0.902,0.000358,c,CC-1,Oryza sativa subsp. japonica,87.5,1.94e-68,209.0
Cp_V2_contig_24180,Cp_V2_contig_38445,.,0.9017,0.000362,65 kDa protein,LTI65,Arabidopsis thaliana,37.931,3.17e-20,98.2
Cp_V2_contig_24180,Cp_V2_contig_5942,.,0.9017,0.000362,,,,,,
Cp_V2_contig_24180,Cp_V2_contig_2554,.,0.901,0.000373,,,,,,
Cp_V2_contig_24180,Cp_V2_contig_13362,.,0.9007,0.000377,zipper protein ATHB-54,ATHB-54,Arabidopsis thaliana,44.118,1.46e-17,79.7
Cp_V2_contig_24180,Cp_V2_contig_15777,.,0.9005,0.000379,lipid transfer protein VPS13,VPS13,Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719),21.526,4.5500000000000006e-21,106.0
Cp_V2_contig_24180,Cp_V2_contig_24396,.,0.9003,0.000383,,,,,,
Cp_V2_contig_2815,Cp_V2_contig_18010,.,0.9823,0.0,,,,,,
Cp_V2_contig_2815,Cp_V2_contig_13515,.,0.9803,1e-06,,,,,,
Cp_V2_contig_2815,Cp_V2_contig_16342,.,0.9802,1e-06,molecule in BECN1-regulated autophagy protein 1B,ambra1b,Danio rerio,45.695,3.52e-28,125.0
Cp_V2_contig_2815,Cp_V2_contig_16079,.,0.9772,1e-06,GTP-binding protein 1,spg1,Schizosaccharomyces pombe (strain 972 / ATCC 24843),42.64,4.72e-53,177.0
Cp_V2_contig_2815,Cp_V2_contig_1856,.,0.9755,2e-06,shock 70 kDa protein,HSP70,Zea mays,73.529,8.149999999999999e-34,128.0
Cp_V2_contig_2815,Cp_V2_contig_680,.,0.9734,2e-06,,,,,,
Cp_V2_contig_2815,Cp_V2_contig_43581,.,0.9725,2e-06,protein 17,DIR17,Arabidopsis thaliana,52.727,1.21e-26,107.0
Cp_V2_contig_2815,Cp_V2_contig_46907,.,0.9679,4e-06,protein PCC13-62,,Craterostigma plantagineum,97.368,1.95e-16,77.0
Cp_V2_contig_2815,Cp_V2_contig_24081,.,0.9678,5e-06,embryogenesis abundant protein 6,LEA6,Arabidopsis thaliana,43.878,1.08e-12,65.1
Cp_V2_contig_2815,Cp_V2_contig_45503,.,0.9667,5e-06,,,,,,
Cp_V2_contig_2815,Cp_V2_contig_24162,.,0.9666,5e-06,"dehydrogenase TIC 32, chloroplastic",TIC32,Pisum sativum,66.495,1.1e-93,280.0
Cp_V2_contig_2815,Cp_V2_contig_7714,.,0.9663,5e-06,cinnamyl alcohol dehydrogenase 1,CAD1,Arabidopsis thaliana,70.029,0.0,514.0
Cp_V2_contig_2815,Cp_V2_contig_8579,.,0.9657,6e-06,OXIDATIVE STRESS 3 LIKE 1,O3L1,Arabidopsis thaliana,47.525,5.09e-21,87.8
Cp_V2_contig_2815,Cp_V2_contig_26026,.,0.9647,6e-06,"6-phosphogluconolactonase 4, chloroplastic",OsI_031067,Oryza sativa subsp. indica,66.667,1.62e-28,108.0
Cp_V2_contig_2815,Cp_V2_contig_5393,.,0.9639,7e-06,"2, chloroplastic",Os05g0200100,Oryza sativa subsp. japonica,83.688,1.5e-87,260.0
Cp_V2_contig_2815,Cp_V2_contig_123,.,0.9632,8e-06,synthase 11,KCS11,Arabidopsis thaliana,80.519,4.15e-139,407.0
Cp_V2_contig_2815,Cp_V2_contig_1097,.,0.963,8e-06,factor DIVARICATA,DIVARICATA,Antirrhinum majus,52.717,1.17e-56,185.0
Cp_V2_contig_2815,Cp_V2_contig_46183,.,0.9624,8e-06,"stress protein DSP-22, chloroplastic",DSP-22,Craterostigma plantagineum,77.612,7.24e-26,98.2
Cp_V2_contig_2815,Cp_V2_contig_34533,.,0.962,9e-06,ACID-INSENSITIVE 5-like protein 3,DPBF4,Arabidopsis thaliana,36.596,1.97e-30,116.0
Cp_V2_contig_2815,Cp_V2_contig_37429,.,0.9605,1e-05,,,,,,
Cp_V2_contig_2815,Cp_V2_contig_22727,.,0.9602,1e-05,,,,,,
Cp_V2_contig_2815,Cp_V2_contig_20939,.,0.9585,1.2e-05,,,,,,
Cp_V2_contig_2815,Cp_V2_contig_31777,.,0.9573,1.4e-05,(S)-NAD(P)H-hydrate dehydratase,VIT_05s0020g02800,Vitis vinifera,76.341,3.3e-174,493.0
Cp_V2_contig_2815,Cp_V2_contig_13805,.,0.9571,1.4e-05,protein At3g56470,At3g56470,Arabidopsis thaliana,44.086,1.94e-73,235.0
Cp_V2_contig_2815,Cp_V2_contig_29767,.,0.9556,1.6e-05,multiplication protein 1,TOM1,Nicotiana tabacum,79.134,2.6399999999999998e-136,391.0
Cp_V2_contig_2815,Cp_V2_contig_27725,.,0.9555,1.6e-05,"dehydrogenase TIC 32, chloroplastic",TIC32,Arabidopsis thaliana,72.396,2.16e-90,272.0
Cp_V2_contig_2815,Cp_V2_contig_36163,.,0.9555,1.6e-05,protein PCC13-62,,Craterostigma plantagineum,97.98,1.82e-61,192.0
Cp_V2_contig_2815,Cp_V2_contig_9550,.,0.9541,1.8e-05,TANC2,TANC2,Homo sapiens,38.462,5.47e-16,76.6
Cp_V2_contig_2815,Cp_V2_contig_17963,.,0.9527,2.1e-05,phosphatase 2C 16,HAB1,Arabidopsis thaliana,61.111,8.02e-146,424.0
Cp_V2_contig_2815,Cp_V2_contig_13780,.,0.9522,2.2e-05,"CURVATURE THYLAKOID 1D, chloroplastic",CURT1D,Arabidopsis thaliana,51.724,5.740000000000001e-21,92.0
Cp_V2_contig_2815,Cp_V2_contig_17052,.,0.9519,2.2e-05,,,,,,
Cp_V2_contig_2815,Cp_V2_contig_4915,.,0.9517,2.2e-05,transcription factor At5g28040,At5g28040,Arabidopsis thaliana,40.96,3.48e-70,229.0
Cp_V2_contig_2815,Cp_V2_contig_1900,.,0.9515,2.3e-05,,,,,,
Cp_V2_contig_2815,Cp_V2_contig_7739,.,0.9514,2.3e-05,,,,,,
Cp_V2_contig_2815,Cp_V2_contig_16525,.,0.9507,2.4e-05,,,,,,
Cp_V2_contig_2815,Cp_V2_contig_40374,.,0.9504,2.5e-05,domain-containing protein CBSX5,CBSX5,Arabidopsis thaliana,39.13,1.58e-11,63.2
Cp_V2_contig_2815,Cp_V2_contig_13783,.,0.9496,2.7e-05,choline kinase 2,At1g74320,Arabidopsis thaliana,66.864,3.53e-170,483.0
Cp_V2_contig_2815,Cp_V2_contig_10805,.,0.9494,2.7e-05,"6-phosphogluconolactonase 4, chloroplastic",Os09g0529100,Oryza sativa subsp. japonica,76.423,4.0000000000000004e-66,205.0
Cp_V2_contig_2815,Cp_V2_contig_17373,.,0.9493,2.7e-05,glutaredoxin-S11,GRXS11,Oryza sativa subsp. japonica,77.419,4.29e-81,251.0
Cp_V2_contig_2815,Cp_V2_contig_3865,.,0.9492,2.7e-05,domain-containing protein JA2L,JA2L,Solanum lycopersicum,66.216,1.1299999999999998e-54,178.0
Cp_V2_contig_2815,Cp_V2_contig_7547,.,0.9489,2.8e-05,homolog subfamily C member 28,Dnajc28,Mus musculus,36.429,1.96e-16,78.2
Cp_V2_contig_2815,Cp_V2_contig_14382,.,0.9483,2.9e-05,finger A20 and AN1 domain-containing stress-associated protein 4,SAP4,Oryza sativa subsp. japonica,48.246,5.37e-31,111.0
Cp_V2_contig_2815,Cp_V2_contig_30041,.,0.9482,3e-05,carboxyl-terminal hydrolase 19,UBP19,Arabidopsis thaliana,63.077,7.21e-143,422.0
Cp_V2_contig_2815,Cp_V2_contig_20242,.,0.9471,3.2e-05,FLX-like 3,FLXL3,Arabidopsis thaliana,44.086,1.02e-42,149.0
