Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Cp_V2_contig_10732	.	Cp_V2_contig_10732	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10733	.	Cp_V2_contig_10733	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10734	.	Cp_V2_contig_10734	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10735	.	Cp_V2_contig_10735	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10736	.	Cp_V2_contig_10736	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10737	.	Cp_V2_contig_10737	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10738	.	Cp_V2_contig_10738	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10739	.	Cp_V2_contig_10739	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_1074	.	Cp_V2_contig_1074	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10740	.	Cp_V2_contig_10740	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10741	.	Cp_V2_contig_10741	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10742	.	Cp_V2_contig_10742	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10743	.	Cp_V2_contig_10743	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10744	.	Cp_V2_contig_10744	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10745	.	Cp_V2_contig_10745	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10746	.	Cp_V2_contig_10746	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10747	.	Cp_V2_contig_10747	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10748	.	Cp_V2_contig_10748	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10749	.	Cp_V2_contig_10749	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_1075	.	Cp_V2_contig_1075	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10750	.	Cp_V2_contig_10750	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10751	.	Cp_V2_contig_10751	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10752	.	Cp_V2_contig_10752	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10753	.	Cp_V2_contig_10753	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10754	.	Cp_V2_contig_10754	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10755	.	Cp_V2_contig_10755	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10756	.	Cp_V2_contig_10756	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10757	.	Cp_V2_contig_10757	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10758	.	Cp_V2_contig_10758	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10759	.	Cp_V2_contig_10759	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_1076	.	Cp_V2_contig_1076	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10760	.	Cp_V2_contig_10760	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10761	.	Cp_V2_contig_10761	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10762	.	Cp_V2_contig_10762	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10763	.	Cp_V2_contig_10763	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10764	.	Cp_V2_contig_10764	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10765	.	Cp_V2_contig_10765	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10766	.	Cp_V2_contig_10766	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10767	.	Cp_V2_contig_10767	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10768	.	Cp_V2_contig_10768	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10769	.	Cp_V2_contig_10769	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_1077	.	Cp_V2_contig_1077	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10770	.	Cp_V2_contig_10770	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10771	.	Cp_V2_contig_10771	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10772	.	Cp_V2_contig_10772	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10773	.	Cp_V2_contig_10773	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10774	.	Cp_V2_contig_10774	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10775	.	Cp_V2_contig_10775	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10776	.	Cp_V2_contig_10776	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10777	.	Cp_V2_contig_10777	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10778	.	Cp_V2_contig_10778	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10779	.	Cp_V2_contig_10779	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_1078	.	Cp_V2_contig_1078	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10780	.	Cp_V2_contig_10780	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10781	.	Cp_V2_contig_10781	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10782	.	Cp_V2_contig_10782	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10783	.	Cp_V2_contig_10783	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10784	.	Cp_V2_contig_10784	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10785	.	Cp_V2_contig_10785	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10786	.	Cp_V2_contig_10786	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10787	.	Cp_V2_contig_10787	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10788	.	Cp_V2_contig_10788	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10789	.	Cp_V2_contig_10789	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_1079	.	Cp_V2_contig_1079	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10790	.	Cp_V2_contig_10790	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10791	.	Cp_V2_contig_10791	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10792	.	Cp_V2_contig_10792	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10793	.	Cp_V2_contig_10793	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10794	.	Cp_V2_contig_10794	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10795	.	Cp_V2_contig_10795	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10796	.	Cp_V2_contig_10796	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10797	.	Cp_V2_contig_10797	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10798	.	Cp_V2_contig_10798	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10799	.	Cp_V2_contig_10799	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_108	.	Cp_V2_contig_108	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_1080	.	Cp_V2_contig_1080	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10800	.	Cp_V2_contig_10800	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10801	.	Cp_V2_contig_10801	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10802	.	Cp_V2_contig_10802	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10803	.	Cp_V2_contig_10803	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10804	.	Cp_V2_contig_10804	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10805	.	Cp_V2_contig_10805	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10806	.	Cp_V2_contig_10806	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10807	.	Cp_V2_contig_10807	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10808	.	Cp_V2_contig_10808	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10809	.	Cp_V2_contig_10809	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_1081	.	Cp_V2_contig_1081	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10810	.	Cp_V2_contig_10810	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10811	.	Cp_V2_contig_10811	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10812	.	Cp_V2_contig_10812	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10813	.	Cp_V2_contig_10813	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10814	.	Cp_V2_contig_10814	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10815	.	Cp_V2_contig_10815	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10816	.	Cp_V2_contig_10816	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10817	.	Cp_V2_contig_10817	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10818	.	Cp_V2_contig_10818	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10819	.	Cp_V2_contig_10819	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_1082	.	Cp_V2_contig_1082	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10820	.	Cp_V2_contig_10820	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10821	.	Cp_V2_contig_10821	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10822	.	Cp_V2_contig_10822	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10823	.	Cp_V2_contig_10823	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10824	.	Cp_V2_contig_10824	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10825	.	Cp_V2_contig_10825	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10826	.	Cp_V2_contig_10826	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10827	.	Cp_V2_contig_10827	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10828	.	Cp_V2_contig_10828	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10829	.	Cp_V2_contig_10829	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_1083	.	Cp_V2_contig_1083	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10830	.	Cp_V2_contig_10830	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10831	.	Cp_V2_contig_10831	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10832	.	Cp_V2_contig_10832	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10833	.	Cp_V2_contig_10833	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10834	.	Cp_V2_contig_10834	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10835	.	Cp_V2_contig_10835	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10836	.	Cp_V2_contig_10836	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10837	.	Cp_V2_contig_10837	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10838	.	Cp_V2_contig_10838	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10839	.	Cp_V2_contig_10839	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_1084	.	Cp_V2_contig_1084	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10840	.	Cp_V2_contig_10840	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10841	.	Cp_V2_contig_10841	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10842	.	Cp_V2_contig_10842	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10843	.	Cp_V2_contig_10843	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10844	.	Cp_V2_contig_10844	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10845	.	Cp_V2_contig_10845	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10846	.	Cp_V2_contig_10846	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10847	.	Cp_V2_contig_10847	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10848	.	Cp_V2_contig_10848	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10849	.	Cp_V2_contig_10849	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_1085	.	Cp_V2_contig_1085	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10850	.	Cp_V2_contig_10850	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10851	.	Cp_V2_contig_10851	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10852	.	Cp_V2_contig_10852	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10853	.	Cp_V2_contig_10853	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10854	.	Cp_V2_contig_10854	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10855	.	Cp_V2_contig_10855	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10856	.	Cp_V2_contig_10856	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10857	.	Cp_V2_contig_10857	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10858	.	Cp_V2_contig_10858	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10859	.	Cp_V2_contig_10859	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_1086	.	Cp_V2_contig_1086	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10860	.	Cp_V2_contig_10860	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10861	.	Cp_V2_contig_10861	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10862	.	Cp_V2_contig_10862	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10863	.	Cp_V2_contig_10863	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10864	.	Cp_V2_contig_10864	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10865	.	Cp_V2_contig_10865	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10866	.	Cp_V2_contig_10866	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10867	.	Cp_V2_contig_10867	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10868	.	Cp_V2_contig_10868	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10869	.	Cp_V2_contig_10869	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_1087	.	Cp_V2_contig_1087	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10870	.	Cp_V2_contig_10870	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10871	.	Cp_V2_contig_10871	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10872	.	Cp_V2_contig_10872	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10873	.	Cp_V2_contig_10873	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10874	.	Cp_V2_contig_10874	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10875	.	Cp_V2_contig_10875	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10876	.	Cp_V2_contig_10876	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10877	.	Cp_V2_contig_10877	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10878	.	Cp_V2_contig_10878	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10879	.	Cp_V2_contig_10879	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_1088	.	Cp_V2_contig_1088	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10880	.	Cp_V2_contig_10880	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10881	.	Cp_V2_contig_10881	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10882	.	Cp_V2_contig_10882	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10883	.	Cp_V2_contig_10883	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10884	.	Cp_V2_contig_10884	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10885	.	Cp_V2_contig_10885	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10886	.	Cp_V2_contig_10886	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10887	.	Cp_V2_contig_10887	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10888	.	Cp_V2_contig_10888	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10889	.	Cp_V2_contig_10889	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_1089	.	Cp_V2_contig_1089	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10890	.	Cp_V2_contig_10890	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10891	.	Cp_V2_contig_10891	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10892	.	Cp_V2_contig_10892	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10893	.	Cp_V2_contig_10893	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10894	.	Cp_V2_contig_10894	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10895	.	Cp_V2_contig_10895	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10896	.	Cp_V2_contig_10896	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10897	.	Cp_V2_contig_10897	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10898	.	Cp_V2_contig_10898	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10899	.	Cp_V2_contig_10899	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_109	.	Cp_V2_contig_109	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_1090	.	Cp_V2_contig_1090	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10900	.	Cp_V2_contig_10900	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10901	.	Cp_V2_contig_10901	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10902	.	Cp_V2_contig_10902	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10903	.	Cp_V2_contig_10903	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10904	.	Cp_V2_contig_10904	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10905	.	Cp_V2_contig_10905	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10906	.	Cp_V2_contig_10906	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10907	.	Cp_V2_contig_10907	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10908	.	Cp_V2_contig_10908	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10909	.	Cp_V2_contig_10909	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_1091	.	Cp_V2_contig_1091	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10910	.	Cp_V2_contig_10910	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10911	.	Cp_V2_contig_10911	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10912	.	Cp_V2_contig_10912	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10913	.	Cp_V2_contig_10913	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10914	.	Cp_V2_contig_10914	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10915	.	Cp_V2_contig_10915	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10916	.	Cp_V2_contig_10916	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10917	.	Cp_V2_contig_10917	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10918	.	Cp_V2_contig_10918	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10919	.	Cp_V2_contig_10919	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_1092	.	Cp_V2_contig_1092	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10920	.	Cp_V2_contig_10920	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10921	.	Cp_V2_contig_10921	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10922	.	Cp_V2_contig_10922	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10923	.	Cp_V2_contig_10923	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10924	.	Cp_V2_contig_10924	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10925	.	Cp_V2_contig_10925	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10926	.	Cp_V2_contig_10926	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10927	.	Cp_V2_contig_10927	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10928	.	Cp_V2_contig_10928	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10929	.	Cp_V2_contig_10929	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_1093	.	Cp_V2_contig_1093	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10930	.	Cp_V2_contig_10930	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10931	.	Cp_V2_contig_10931	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10932	.	Cp_V2_contig_10932	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10933	.	Cp_V2_contig_10933	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10934	.	Cp_V2_contig_10934	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10935	.	Cp_V2_contig_10935	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10936	.	Cp_V2_contig_10936	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10937	.	Cp_V2_contig_10937	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10938	.	Cp_V2_contig_10938	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10939	.	Cp_V2_contig_10939	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_1094	.	Cp_V2_contig_1094	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10940	.	Cp_V2_contig_10940	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10941	.	Cp_V2_contig_10941	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10942	.	Cp_V2_contig_10942	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10943	.	Cp_V2_contig_10943	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10944	.	Cp_V2_contig_10944	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10945	.	Cp_V2_contig_10945	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10946	.	Cp_V2_contig_10946	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10947	.	Cp_V2_contig_10947	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10948	.	Cp_V2_contig_10948	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10949	.	Cp_V2_contig_10949	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_1095	.	Cp_V2_contig_1095	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10950	.	Cp_V2_contig_10950	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10951	.	Cp_V2_contig_10951	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10952	.	Cp_V2_contig_10952	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10953	.	Cp_V2_contig_10953	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10954	.	Cp_V2_contig_10954	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10955	.	Cp_V2_contig_10955	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10956	.	Cp_V2_contig_10956	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10957	.	Cp_V2_contig_10957	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10958	.	Cp_V2_contig_10958	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10959	.	Cp_V2_contig_10959	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_1096	.	Cp_V2_contig_1096	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10960	.	Cp_V2_contig_10960	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10961	.	Cp_V2_contig_10961	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10962	.	Cp_V2_contig_10962	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10963	.	Cp_V2_contig_10963	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10964	.	Cp_V2_contig_10964	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10965	.	Cp_V2_contig_10965	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10966	.	Cp_V2_contig_10966	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10967	.	Cp_V2_contig_10967	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10968	.	Cp_V2_contig_10968	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10969	.	Cp_V2_contig_10969	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_1097	.	Cp_V2_contig_1097	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10970	.	Cp_V2_contig_10970	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10971	.	Cp_V2_contig_10971	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10972	.	Cp_V2_contig_10972	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10973	.	Cp_V2_contig_10973	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10974	.	Cp_V2_contig_10974	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10975	.	Cp_V2_contig_10975	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10976	.	Cp_V2_contig_10976	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10977	.	Cp_V2_contig_10977	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10978	.	Cp_V2_contig_10978	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10979	.	Cp_V2_contig_10979	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_1098	.	Cp_V2_contig_1098	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10980	.	Cp_V2_contig_10980	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10981	.	Cp_V2_contig_10981	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10982	.	Cp_V2_contig_10982	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10983	.	Cp_V2_contig_10983	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10984	.	Cp_V2_contig_10984	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10985	.	Cp_V2_contig_10985	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10986	.	Cp_V2_contig_10986	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10987	.	Cp_V2_contig_10987	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10988	.	Cp_V2_contig_10988	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10989	.	Cp_V2_contig_10989	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_1099	.	Cp_V2_contig_1099	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10990	.	Cp_V2_contig_10990	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10991	.	Cp_V2_contig_10991	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10992	.	Cp_V2_contig_10992	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10993	.	Cp_V2_contig_10993	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10994	.	Cp_V2_contig_10994	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10995	.	Cp_V2_contig_10995	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10996	.	Cp_V2_contig_10996	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10997	.	Cp_V2_contig_10997	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10998	.	Cp_V2_contig_10998	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_10999	.	Cp_V2_contig_10999	+	1	1000	0.0	0.0	0.0
Cp_V2_contig_11	.	Cp_V2_contig_11	+	1	1000	0.0	0.0	0.0
